Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.337","OQ293_15470",,"G3XCT7","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","ampG","AmpG permease","the major facilitator superfamily (mfs).","2.A.1.25.5",,,,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3225","KB219_09390",,"P25524","Escherichia coli (strain K12)","codA","Cytosine deaminase (EC 3.5.4.1)","4-Hydroxy-3,4-Dihydro-1h-Pyrimidin-2-One;5-Fluoro-4-(S)-Hydroxy-3,4-Dihydropyrimidine","Drug target",,,,88,89,81,"1e-187"
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1555","OQ293_21320",,"VFG000187","Pseudomonas aeruginosa PAO1","pscS","Type III secretion inner membrane protein (YscS,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,,,100,100,100,"4e-41"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.5928","ACFX5B_08335",,"VFG000208","Pseudomonas aeruginosa PAO1","exsA","Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)",,"Secretion system,Type III secretion system",,,,100,100,100,"1e-161"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4919","KB219_13030",,"VFG000176","Pseudomonas aeruginosa PAO1","gspK","General secretion pathway protein K",,"Effector delivery system",,,,100,100,96,"1e-184"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4846","KB219_12770",,"Q9I2M1","Pseudomonas aeruginosa",,"Type I secretion system ATPase, LssB family LapB","the atp-binding cassette (abc) superfamily.","3.A.1.109.4",,,"10984043",100,100,99,"0.0"
"BLAT","Metal Resistance","BacMet","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5601","OQ293_10145",,"BAC0243","Pseudomonas aeruginosa strain ATCC 15692","mexR","Multidrug resistance operon repressor MexR, MarR family",,,,,,100,100,99,"3e-79"
"BLAT","Virulence Factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.2192","NDR77_32570",,"VFG000165","Pseudomonas aeruginosa PAO1","pchF","Pyochelin synthetase PchF, non-ribosomal peptide synthetase module @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"Iron uptake,Siderophore",,,,74,99,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3848","ERJ99_009395",,,,"PDC family","Class C beta-lactamase (EC 3.5.2.6) => PDC family","Class C beta-lactamase (EC 3.5.2.6) => PDC family","antibiotic inactivation enzyme","Cephalosporins, Monobactams, Carbapenems",,"19258272",,,,
"BLAT","Transporter","TCDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.4596","ACFX5A_25585",,"Q9I403","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)","the atp-binding cassette (abc) superfamily.","3.A.1.3.22",,,,100,100,100,"1e-140"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.124","KB219_22205",,"VFG043017","Pseudomonas aeruginosa PAO1","cheR","Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)",,"Motility",,,,100,100,100,"1e-155"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.259","RBB72_01260",,"Q9I487","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"4-hydroxyproline ABC transporter, permease protein 2","the atp-binding cassette (abc) superfamily.","3.A.1.3.21",,,,100,100,99,"1e-115"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5230","OQ293_08430",,"P21629","Pseudomonas aeruginosa strain ATCC 15692","livG","Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)",,"3.A.1.4.8",,,,100,100,100,"1e-143"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.35","NDR77_00170",,"VFG041019","Pseudomonas aeruginosa PAO1","tssG","T6SS component TssG (ImpH/VasB)",,"Effector delivery system",,,,100,100,99,"1e-195"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.5828","NDR77_22155",,"VFG014997","Pseudomonas aeruginosa PAO1","mucE","hypothetical protein",,"Biofilm",,,,100,100,100,"8e-45"
"BLAT","Virulence Factor","Victors","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.212","RBB72_01030",,"116050967","Pseudomonas aeruginosa UCBPP-PA14","fabF1","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"",,,"18591226",100,100,99,"1e-239"
"BLAT","Drug Target","DrugBank","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.2226","NDR77_01355",,"Q9I7A8","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","def","Peptide deformylase (EC 3.5.1.88)","2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide;N-(2-Acetamido)Iminodiacetic Acid;2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide","Drug target",,,,100,100,100,"2e-93"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4987","IEG03_24395",,"VFG041013","Pseudomonas aeruginosa PAO1","hcp","T6SS component Hcp",,"Effector delivery system",,,,39,100,100,"2e-33"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6982","NDR77_07400",,"VFG001239","Pseudomonas aeruginosa PAO1","flgF","Flagellar basal-body rod protein FlgF",,"Motility",,,,100,100,100,"1e-138"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4651","KB219_01565",,"VFG001239","Pseudomonas aeruginosa PAO1","flgF","Flagellar basal-body rod protein FlgF",,"Motility",,,,100,100,100,"1e-138"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4295","ACFX5B_04865",,"15596793","Pseudomonas aeruginosa PAO1 ","htpG","Chaperone protein HtpG",,"",,,"12023080",100,100,100,"0.0"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.1261",,,"Q51485","Pseudomonas aeruginosa",,"Carbohydrate-selective porin OprB","the glucose-selective oprb porin (oprb) family.","1.B.19.1.1",,,"10984043;2450582;7768797;8125108;8132494",25,87,94,"2e-58"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5403","ERJ99_012620",,"VFG051483","Pseudomonas aeruginosa PAO1",,"hypothetical protein",,"Effector delivery system",,,,100,100,99,"1e-105"
"BLAT","Virulence Factor","Victors","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5071","ERJ99_034530",,"116048914","Pseudomonas aeruginosa UCBPP-PA14 ","exoU","EXOU",,"",,,"11867744",100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.992","KB219_25300",,"O30494","Pseudomonas fluorescens","ugpC","Various polyols ABC transporter, ATP-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.1.49",,,,80,79,80,"1e-132"
"BLAT","Virulence Factor","Victors","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6475","IEG03_31545",,"116050342","Pseudomonas aeruginosa UCBPP-PA14 ","PA14_33610","Pyoverdine sidechain non-ribosomal peptide synthetase PvdI @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"",,,"18591226",2,100,100,"5e-76"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2393","OQ293_03195",,"Q9HWH3","Pseudomonas aeruginosa","opmD","Multidrug efflux system, outer membrane factor lipoprotein => OpmD of MexHI-OpmD system",,"2.A.6.2.32",,,,100,100,99,"1e-277"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.5319","KB219_02030",,"VFG000202","Pseudomonas aeruginosa PAO1","pcrH","Type III secretion chaperone protein for YopD (SycD)",,"Effector delivery system",,,,98,98,99,"9e-91"
"K-mer Search","Antibiotic Resistance","PATRIC","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.3332","IEG03_16275",,,,"MexVW-OprM","Multidrug efflux system, membrane fusion component => MexV of MexVW-OprM system","Multidrug efflux system, membrane fusion component => MexV of MexVW-OprM system","efflux pump conferring antibiotic resistance","Tetracyclines, Macrolides, Phenicol antibiotics, Acridine dye, Fluoroquinolones Quinolones Quinolines","erythromycin;chloramphenicol;tetracycline;acriflavin","12951344",,,,
"BLAT","Drug Target","DrugBank","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4674","OQ293_29900",,"P60339","Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)","tufB","Translation elongation factor Tu","Aurodox;Guanosine-5'-Diphosphate","Drug target",,,,6,96,88,"2e-04"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2491","ACFX5B_20035",,"15599071","Pseudomonas aeruginosa PAO1","narK2","Nitrate/nitrite transporter NarK/U",,"",,,"14641575",100,100,99,"1e-281"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.7015","ERJ99_017585",,"P34750","P34750",,"Type IV pilus biogenesis protein PilQ",,"1.B.22.2.1",,,"10984043;7901733",100,100,98,"0.0"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4131","OQ293_28850",,"Q51485","Pseudomonas aeruginosa","oprB","Carbohydrate-selective porin OprB","the glucose-selective oprb porin (oprb) family.","1.B.19.1.1",,,"10984043;2450582;7768797;8125108;8132494",34,100,100,"6e-89"
"BLAT","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3358","RBB72_16225",,"AAG07762.1","Pseudomonas aeruginosa PAO1","mexV","Multidrug efflux system, membrane fusion component => MexV of MexVW-OprM system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-207"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1515","NDR77_30895",,"VFG002064","Pseudomonas aeruginosa PAO1",,"T6SS outer membrane component TssL (ImpK/VasF) / OmpA/MotB domain",,"Effector delivery system",,,,100,100,99,"1e-262"
"BLAT","Virulence Factor","VFDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.3515","ACFX5A_22165",,"VFG000121","Pseudomonas aeruginosa PAO1","algU","RNA polymerase sigma factor RpoE",,"Antiphagocytosis,Serum resistance",,,,100,100,100,"1e-106"
"BLAT","Drug Target","TTD","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.924","IEG03_04510",,"TTDR00254",,,"Aspartate carbamoyltransferase (EC 2.1.3.2)",,"",,,,99,99,89,"1e-167"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5180",,,"VFG051487","Pseudomonas aeruginosa PAO1",,"VgrG protein",,"Effector delivery system",,,,57,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.2900",,,"VFG051485","Pseudomonas aeruginosa PAO1",,"T6SS PAAR-repeat protein",,"Effector delivery system",,,,10,100,100,"1e-16"
"BLAT","Antibiotic Resistance","CARD","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5622","ERJ99_035510",,"CAJ32504.1","Pseudomonas aeruginosa","aadA6","Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)",,"aminoglycoside resistance gene,antibiotic inactivation enzyme",,,,100,100,100,"1e-158"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5204","RBB72_25280",,"VFG001219","Pseudomonas aeruginosa PAO1","pilP","Type IV pilus biogenesis protein PilP",,"Adherence",,,,100,100,93,"1e-89"
"BLAT","Drug Target","DrugBank","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.350","OQ293_15535",,"P47205","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","lpxC","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)","(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide","Drug target",,,,100,100,100,"1e-170"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4691","RBB72_22750",,"VFG000116","Pseudomonas aeruginosa PAO1","algB","Alginate biosynthesis two-component system response regulator AlgB",,"Antiphagocytosis,Serum resistance",,,,100,100,99,"1e-253"
"BLAT","Drug Target","DrugBank","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.2898","ACFX5C_18870",,"P72161","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","pbpG","Murein-DD-endopeptidase (EC 3.4.99.-)","Ceftazidime","Drug target",,,,100,100,99,"1e-173"
"BLAT","Antibiotic Resistance","CARD","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4699","ACFX5B_27445",,"NP_251183.1","Pseudomonas aeruginosa PAO1","mexE","Multidrug efflux system, membrane fusion component => MexE of MexEF-OprN system",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-233"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.422","IEG03_02055",,"Q9HX93","Pseudomonas aeruginosa strain ATCC 15692",,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",,"3.A.3.5.34",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2831","RBB72_13735",,"VFG000154","Pseudomonas aeruginosa PAO1","lasI","N-(3-oxododecanoyl)-L-homoserine lactone synthase @ N-acyl-L-homoserine lactone synthase, LuxI family (EC 2.3.1.184)",,"Biofilm",,,,100,100,100,"1e-112"
"K-mer Search","Antibiotic Resistance","PATRIC","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3325","KB219_09560",,,,"APH(3')-II/APH(3')-XV","Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-II/APH(3')-XV","Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-II/APH(3')-XV","antibiotic inactivation enzyme","Aminoglycosides","neomycin;ribostamycin;butirosin;gentamicin B;paromomycin;kanamycin A","6295884;10984043;17088477",,,,
"BLAT","Virulence Factor","VFDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.758","ACFX5A_11590",,"VFG000126","Pseudomonas aeruginosa PAO1","algE","Alginate export system Algk/AlgE, outer membrane porin AlgE",,"Antiphagocytosis,Serum resistance",,,,100,100,99,"1e-298"
"BLAT","Virulence Factor","Victors","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.2871",,,"16765425","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","rfbA","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",,"",,,"16518469",28,91,89,"3e-38"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.396","NDR77_27625",,"Q9HTI6","Pseudomonas aeruginosa",,"Choline binding ABC transport system substrate-binding protein ChoX","the atp-binding cassette (abc) superfamily.","3.A.1.12.12",,,"10984043",100,100,100,"1e-182"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3495","RBB72_16900",,"W0WN20","Pseudomonas aeruginosa MH38",,"Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)",,"3.A.1.5.39",,,,100,100,93,"1e-178"
"BLAT","Virulence Factor","VFDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.2438","ACFX5A_01860",,"VFG000150","Pseudomonas aeruginosa PAO1","exoY","Adenylate cyclase ExoY (EC 4.6.1.1)",,"Toxin,Type III translocated protein,Intracellular toxin,Adenylate cyclase",,,,100,100,100,"1e-223"
"K-mer Search","Antibiotic Resistance","PATRIC","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6498","RBB72_31540",,,,"OccK11/OpdR","Outer membrane low permeability porin, OprD family => OccK11/OpdR","Outer membrane low permeability porin, OprD family => OccK11/OpdR","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"22272184",,,,
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4280","IEG03_20930",,"VFG014733","Pseudomonas aeruginosa PAO1","motY","Putative outer membrane protein",,"",,,,100,100,99,"1e-182"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.713","KB219_24335",,"VFG042736","Pseudomonas aeruginosa PAO1",,"RNA polymerase sigma-54 factor RpoN",,"Adherence",,,,25,100,100,"5e-64"
"BLAT","Antibiotic Resistance","CARD","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.1251","IEG03_06110",,"NP_253677.1","Pseudomonas aeruginosa PAO1","emrE","small multidrug resistance family (SMR) protein",,"",,,,100,100,100,"4e-53"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.3513","ACFX5B_03470",,"116050967","Pseudomonas aeruginosa UCBPP-PA14","fabF1","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"",,,"18591226",100,100,100,"1e-240"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.3775","ACFX5C_22265",,"Q9I458","Pseudomonas aeruginosa",,"Uncharacterized MFS-type transporter","the major facilitator superfamily (mfs).","2.A.1.11.2",,,"10984043",100,100,99,"1e-229"
"K-mer Search","Antibiotic Resistance","PATRIC","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.2982","NDR77_33465",,,,"Tet(G)","Tetracycline resistance, MFS efflux pump => Tet(G)","Tetracycline resistance, MFS efflux pump => Tet(G)","efflux pump conferring antibiotic resistance","Tetracyclines","tetracycline�","10543801",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4014","NDR77_16665",,,,"kasA","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","antibiotic target in susceptible species","Isoniazid, Triclosan","isoniazid;triclosan","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5817","RBB72_28250",,,,"OccK3/OpdO","Outer membrane low permeability porin, OprD family => OccK3/OpdO pyroglutamate, cefotaxime uptake","Outer membrane low permeability porin, OprD family => OccK3/OpdO pyroglutamate, cefotaxime uptake","protein modulating permeability to antibiotic","Multiple antibiotic resistance, Cephalosporins",,"15687295",,,,
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5188",,,"VFG001267","Pseudomonas aeruginosa PAO1",,"ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",,"Nutritional/Metabolic factor",,,,9,96,98,"1e-23"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6174","RBB72_29975",,"Q9I2S5","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","nhaB","Na+ or Li+/H+ antiporter NhaB","the nhab na(+):h(+) antiporter (nhab) family.","2.A.34.1.3",,,,100,100,99,"1e-283"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6221","NDR77_06400",,"1523",,"mexD","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system","MexD","antibiotic efflux","macrolide; fluoroquinolone; aminoglycoside; cephalosporin; penam; tetracycline; aminocoumarin; diaminopyrimidine; phenicol","erythromycin;gentamicin C;tetracycline;novobiocin;trimethoprim;chloramphenicol;ofloxacin;gentamicin",,100,100,95,"0"
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1524","OQ293_21165",,"VFG000218","Pseudomonas aeruginosa PAO1","pscJ","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,"Secretion system,Type III secretion system",,,,100,100,100,"1e-134"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2003","OQ293_01280",,"Q9HXH4","Pseudomonas aeruginosa strain ATCC 15692","lptF","Lipopolysaccharide export system permease protein LptF",,"3.A.1.152.1",,,,100,100,100,"1e-210"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2781","RBB72_13485",,"K6BIH6","Pseudomonas viridiflava UASWS0038","ccmB","ABC transporter involved in cytochrome c biogenesis, CcmB subunit","the atp-binding cassette (abc) superfamily.","3.A.1.107.4",,,,100,100,90,"1e-108"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5318","OQ293_08855",,"VFG000115","Pseudomonas aeruginosa PAO1","toxA","hypothetical protein",,"Exotoxin",,,,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1321","ERJ99_024335",,"VFG000196","Pseudomonas aeruginosa PAO1","pcr3","Type III secretion protein SctX",,"Secretion system,Type III secretion system",,,,100,100,99,"1e-64"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.3189","IEG03_15560",,"Q9HT70","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Methionine ABC transporter ATP-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.24.5",,,,100,100,100,"1e-188"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.318","ACFX5C_09015",,"P0AFD6","Escherichia coli","nuoI","NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)","the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.","3.D.1.1.1",,,"11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646",93,92,86,"2e-85"
"BLAT","Metal Resistance","BacMet","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1653","OQ293_21800",,"BAC0564","Escherichia coli strain K12",,"Acetate permease ActP (cation/acetate symporter)",,,,,,95,95,82,"1e-250"
"BLAT","Virulence Factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.2902","ERJ99_029025",,"VFG041011","Pseudomonas aeruginosa PAO1","vgrG1b","VgrG protein",,"",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4573","IEG03_22360",,"VFG014668","Pseudomonas aeruginosa PAO1","flgN","Flagellar biosynthesis protein FlgN",,"Motility",,,,100,100,99,"6e-81"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4750","ERJ99_001855",,"O50182","Pseudomonas aeruginosa",,"Arginine/ornithine ABC transporter, permease protein AotQ","the atp-binding cassette (abc) superfamily.","3.A.1.3.11",,,"10984043;9286980;9791103",100,100,99,"1e-127"
"K-mer Search","Antibiotic Resistance","PATRIC","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.519","NDR77_28210",,,,"rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","antibiotic target in susceptible species","Rifamycins, Peptide antibiotics","rifamycin;daptomycin;rifabutin;rifampin","3050121;15047531;16723576",,,,
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4004","RBB72_19405",,"Q9I549","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Phage protein","the putative transglycosylase-associated holin (t-a hol) family.","1.E.43.1.5",,,,100,100,99,"6e-66"
"BLAT","Virulence Factor","Victors","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1522","RBB72_07455",,"15599413","Pseudomonas aeruginosa","phzS","FAD-dependent monooxygenase PhzS",,"",,,"15213173",100,100,99,"1e-234"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2967","KB219_08945",,"VFG001259","Pseudomonas aeruginosa PAO1","fliP","Flagellar biosynthesis protein FliP",,"Motility",,,,100,100,100,"1e-136"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.413","NDR77_27715",,"VFG000119","Pseudomonas aeruginosa PAO1","algR","Alginate biosynthesis two-component system response regulator AlgR",,"Biofilm",,,,100,100,100,"1e-137"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1776","NDR77_10915",,"VFG000148","Pseudomonas aeruginosa PAO1","exoT","hypothetical protein",,"Effector delivery system",,,,60,93,99,"1e-156"
"BLAT","Drug Target","DrugBank","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.447","ACFX5A_10160",,"P05695","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","oprP","Phosphate/pyrophosphate-specific outer membrane porin OprP/OprO","(Hydroxyethyloxy)Tri(Ethyloxy)Octane","Drug target",,,,100,100,100,"1e-262"
